decimalLatitude,decimalLongitude,species,eventDate,dateIdentified,depth
12.318,-69.1506,Myripristis jacobus,2014-08-19T10:26Z,2014-08-19T00:00:00,9.6
12.318,-69.1506,Diplectrum formosum,2014-08-19T10:26Z,2014-08-19T00:00:00,9.6
12.318,-69.1506,Caretta caretta,2014-08-19T10:26Z,2014-08-19T00:00:00,9.6
12.318,-69.1506,Aulostomus maculatus,2014-08-19T10:26Z,2014-08-19T00:00:00,9.6
12.2187,-69.0857,Myripristis jacobus,2014-08-16T12:57Z,2014-08-16T00:00:00,11.75
12.2187,-69.0857,Diplectrum formosum,2014-08-16T12:57Z,2014-08-16T00:00:00,11.75
12.318,-69.1506,Aulostomus maculatus,2014-08-21T11:01Z,2014-08-21T00:00:00,9.15
12.2187,-69.0857,Aulostomus maculatus,2014-08-16T12:57Z,2014-08-16T00:00:00,11.75
12.318,-69.1506,Myripristis jacobus,2014-08-21T11:01Z,2014-08-21T00:00:00,9.15
12.318,-69.1506,Caretta caretta,2014-08-21T11:01Z,2014-08-21T00:00:00,9.15
12.2187,-69.0857,Sargocentron coruscum,2014-08-16T10:31Z,2014-08-16T00:00:00,10.2
12.318,-69.1506,Diplectrum formosum,2014-08-21T11:01Z,2014-08-21T00:00:00,9.15
42.7341,10.2866,Gnathophis mystax,2014-08-18T10:58Z,2014-08-18T00:00:00,10.65
42.7341,10.2866,Sphyraena sphyraena,2014-08-18T10:58Z,2014-08-18T00:00:00,10.65
42.7341,10.2866,Epinephelus marginatus,2014-08-18T09:10Z,2014-08-18T00:00:00,11.0
42.7341,10.2866,Epinephelus marginatus,2014-08-18T10:58Z,2014-08-18T00:00:00,10.65
42.7341,10.2866,Gnathophis mystax,2014-08-18T09:10Z,2014-08-18T00:00:00,11.0
18.0488,-87.9237,Mycteroperca bonaci,2014-08-06T15:26Z,2014-08-06T00:00:00,4.115
18.0488,-87.9237,Aetobatus narinari,2014-08-06T15:26Z,2014-08-06T00:00:00,4.115
42.7341,10.2866,Sphyraena sphyraena,2014-08-18T09:10Z,2014-08-18T00:00:00,11.0
18.0488,-87.9237,Ginglymostoma cirratum,2014-08-06T15:26Z,2014-08-06T00:00:00,4.115
-8.278,115.597,Platax teira,1999-08-04T11:00Z,1999-08-04T00:00:00,10.0
32.3105,-64.9025,Holacanthus bermudensis,2014-08-19T11:30Z,2014-08-19T00:00:00,5.335
18.0488,-87.9237,Chelonia mydas,2014-08-06T15:26Z,2014-08-06T00:00:00,4.115
-8.3124,115.58,Platax teira,1999-08-04T09:00Z,1999-08-04T00:00:00,12.5
32.3105,-64.9025,Sparisoma amplum,2014-08-19T11:30Z,2014-08-19T00:00:00,5.335
32.3105,-64.9025,Acanthostracion quadricornis,2014-08-19T11:30Z,2014-08-19T00:00:00,5.335
32.3105,-64.9025,Abudefduf vaigiensis,2014-08-19T11:30Z,2014-08-19T00:00:00,5.335
32.3142,-64.929,Sparisoma amplum,2014-08-19T10:00Z,2014-08-19T00:00:00,5.335
32.3142,-64.929,Holacanthus bermudensis,2014-08-19T10:00Z,2014-08-19T00:00:00,5.335
32.3142,-64.929,Abudefduf vaigiensis,2014-08-19T10:00Z,2014-08-19T00:00:00,5.335
32.3105,-64.9025,Sphyraena barracuda,2014-08-19T11:30Z,2014-08-19T00:00:00,5.335
44.2803,-76.0197,Archosargus probatocephalus,2014-08-17T09:46Z,2014-08-17T00:00:00,18.2
36.373,28.2349,Alcyonium palmatum,2014-08-19T10:15Z,2014-08-19T00:00:00,4.0
32.2917,-64.9016,Pseudupeneus maculatus,2014-08-17T11:30Z,2014-08-17T00:00:00,6.86
36.373,28.2349,Alcyonium palmatum,2014-08-19T11:00Z,2014-08-19T00:00:00,6.0
32.2559,-64.9185,Sphyraena barracuda,2014-08-17T10:00Z,2014-08-17T00:00:00,10.67
36.373,28.2349,Alcyonium palmatum,2014-08-19T09:30Z,2014-08-19T00:00:00,7.0
32.2559,-64.9185,Acanthostracion quadricornis,2014-08-17T10:00Z,2014-08-17T00:00:00,10.67
-8.35826,116.023,Sepia officinalis,2014-05-19T14:29Z,2014-05-19T00:00:00,9.0
32.2559,-64.9185,Abudefduf vaigiensis,2014-08-17T10:00Z,2014-08-17T00:00:00,10.67
1.60122,124.765,Carangoides bartholomaei,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
32.2559,-64.9185,Sparisoma amplum,2014-08-17T10:00Z,2014-08-17T00:00:00,10.67
1.60122,124.765,Chelonodon patoca,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.60122,124.765,Caranx ignobilis,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.60122,124.765,Macolor niger,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.60122,124.765,Eretmochelys imbricata,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.60122,124.765,Scarus fuscocaudalis,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.59622,124.768,Amphiprion percula,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
1.60122,124.765,Pterois volitans,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.59622,124.768,Strongylura incisa,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
1.60122,124.765,Melibe viridis,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.59622,124.768,Scorpaena notata,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
1.59622,124.768,Phyllidia varicosa,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
1.59622,124.768,Pterois volitans,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
1.60122,124.765,Chaetonotus napoleonicus,2014-08-11T09:37Z,2014-08-11T00:00:00,7.5
1.59622,124.768,Taenianotus triacanthus,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
42.6851,-70.6418,Limulus polyphemus,2014-08-17T09:27Z,2014-08-17T00:00:00,3.66
1.59622,124.768,Chelonia mydas,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
1.59622,124.768,Aulostomus chinensis,2014-08-11T11:34Z,2014-08-11T00:00:00,11.0
11.4477,124.02,Triaenodon obesus,2010-03-14T11:00Z,2010-03-14T00:00:00,9.5
26.9485,-80.0845,Carcharhinus plumbeus,2014-07-06T09:00Z,2014-07-06T00:00:00,13.26
26.9485,-80.0845,Chelonia mydas,2014-07-06T10:30Z,2014-07-06T00:00:00,12.345
42.6851,-70.6418,Bothus ocellatus,2014-08-17T09:27Z,2014-08-17T00:00:00,3.66
-8.79603,115.527,Taeniura lymma,2014-07-14T10:05Z,2014-07-14T00:00:00,10.365
-8.79603,115.527,Triaenodon obesus,2014-07-14T10:05Z,2014-07-14T00:00:00,10.365
50.5204,-2.55205,Perca fluviatilis,2014-08-16T15:38Z,2014-08-16T00:00:00,17.25
42.6851,-70.6418,Homarus americanus,2014-08-17T09:27Z,2014-08-17T00:00:00,3.66
50.5204,-2.55205,Pollachius virens,2014-08-16T15:38Z,2014-08-16T00:00:00,17.25
50.5204,-2.55205,Pollachius virens,2014-08-16T15:00Z,2014-08-16T00:00:00,17.0
50.1927,-3.76572,Cancer pagurus,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
-8.79603,115.527,Neotrygon kuhlii,2014-07-14T10:05Z,2014-07-14T00:00:00,10.365
50.1927,-3.76572,Macropodia rostrata,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
50.5204,-2.55205,Perca fluviatilis,2014-08-16T15:00Z,2014-08-16T00:00:00,17.0
50.1927,-3.76572,Pollachius virens,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
50.5204,-2.55205,Conger conger,2014-08-16T15:38Z,2014-08-16T00:00:00,17.25
50.1927,-3.76572,Suberites ficus,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
50.1927,-3.76572,Luidia ciliaris,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
51.6139,5.0603,Anguilla anguilla,2014-06-22T14:30Z,2014-06-22T00:00:00,5.25
50.5204,-2.55205,Conger conger,2014-08-16T15:00Z,2014-08-16T00:00:00,17.0
50.1927,-3.76572,Scyliorhinus canicula,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
50.7034,4.82007,Acipenser sturio,2014-06-29T10:00Z,2014-06-29T00:00:00,13.95
-8.53024,115.514,Canthigaster epilampra,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
50.1927,-3.76572,Cichlasoma bimaculatum,2014-05-26T11:09Z,2014-05-26T00:00:00,13.85
51.6139,5.0603,Anguilla anguilla,2014-06-22T10:47Z,2014-06-22T00:00:00,4.5
-8.53024,115.514,Canthigaster rostrata,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Amphiprion ocellaris,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Canthigaster bennetti,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Dascyllus reticulatus,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Amphiprion frenatus,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Upeneus guttatus,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Chilomycterus reticulatus,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Amphiprion clarkii,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Amphiprion melanopus,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
11.2949,124.146,Alopias pelagicus,2009-04-28T06:04Z,2009-04-28T00:00:00,11.5
-8.53024,115.514,Aulostomus chinensis,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
-8.53024,115.514,Acanthurus lineatus,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
7.67323,98.7623,Laticauda colubrina,2014-03-14T16:21Z,2014-03-14T00:00:00,10.96
32.3644,-64.7128,Acanthostracion quadricornis,2014-08-06T12:00Z,2014-08-06T00:00:00,3.355
-8.53024,115.514,Centropyge bicolor,2014-07-25T13:41Z,2014-07-25T00:00:00,8.38
32.3644,-64.7128,Holocentrus rufus,2014-08-06T12:00Z,2014-08-06T00:00:00,3.355
32.3644,-64.7128,Sphyraena picudilla,2014-08-06T12:00Z,2014-08-06T00:00:00,3.355
56.2048,11.6816,Phoca vitulina,2014-08-10T11:55Z,2014-08-10T00:00:00,2.0
32.3644,-64.7128,Holacanthus bermudensis,2014-08-06T12:00Z,2014-08-06T00:00:00,3.355
32.3644,-64.7128,Bodianus rufus,2014-08-06T12:00Z,2014-08-06T00:00:00,3.355
55.5272,9.74013,Pleuronectes platessa,2014-08-13T17:30Z,2014-08-13T00:00:00,12.66
38.4342,-9.06406,Conger conger,2014-08-15T10:19Z,2014-08-15T00:00:00,8.27
32.3644,-64.7128,Orthopristis chrysoptera,2014-08-06T12:00Z,2014-08-06T00:00:00,3.355
38.4347,-9.06841,,2014-08-15T13:36Z,2014-08-15T00:00:00,4.63
38.4342,-9.06406,,2014-08-15T10:19Z,2014-08-15T00:00:00,8.27
1.61688,124.748,Eretmochelys imbricata,2014-05-29T10:40Z,2014-05-29T00:00:00,12.5
38.4347,-9.06841,,2014-08-15T13:36Z,2014-08-15T00:00:00,4.63
38.4342,-9.06406,,2014-08-15T10:19Z,2014-08-15T00:00:00,8.27
1.60757,124.766,Eretmochelys imbricata,2014-05-30T10:00Z,2014-05-30T00:00:00,12.0
70.5174,28.0458,Lithodes maja,2014-07-18T20:21Z,2014-07-18T00:00:00,15.0
38.4342,-9.06406,,2014-08-15T10:19Z,2014-08-15T00:00:00,8.27
1.59622,124.768,Eretmochelys imbricata,2014-05-29T11:00Z,2014-05-29T00:00:00,9.5
51.6141,5.0603,Anguilla anguilla,2014-06-22T14:30Z,2014-06-22T00:00:00,5.25
54.4341,10.1713,Pomatoschistus minutus,2014-08-13T18:15Z,2014-08-13T00:00:00,5.75
1.60985,124.768,Eretmochelys imbricata,2014-05-30T12:42Z,2014-05-30T00:00:00,12.0
54.4341,10.1713,Platichthys flesus,2014-08-13T18:15Z,2014-08-13T00:00:00,5.75
51.6141,5.0603,Anguilla anguilla,2014-06-22T10:47Z,2014-06-22T00:00:00,4.5
54.4341,10.1713,Mytilus edulis,2014-08-13T18:15Z,2014-08-13T00:00:00,5.75
50.7034,4.82007,Acipenser sturio,2014-06-29T10:00Z,2014-06-29T00:00:00,13.95
54.4341,10.1713,Aurelia aurita,2014-08-13T18:15Z,2014-08-13T00:00:00,5.75
54.4341,10.1713,Cyanea capillata,2014-08-13T18:15Z,2014-08-13T00:00:00,5.75
54.4341,10.1713,Cyanea capillata,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Astropecten irregularis,2014-08-13T18:15Z,2014-08-13T00:00:00,5.75
54.4341,10.1713,Platichthys flesus,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Cottus gobio,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Astropecten irregularis,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Cancer pagurus,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Aurelia aurita,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Pomatoschistus minutus,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Mytilus edulis,2014-07-31T18:06Z,2014-07-31T00:00:00,5.5
54.4341,10.1713,Mytilus edulis,2014-08-05T16:00Z,2014-08-05T00:00:00,5.5
54.4341,10.1713,Anguilla anguilla,2014-07-31T18:06Z,2014-07-31T00:00:00,5.5
54.4341,10.1713,Aurelia aurita,2014-07-31T18:06Z,2014-07-31T00:00:00,5.5
54.4341,10.1713,Aurelia aurita,2014-07-30T18:07Z,2014-07-30T00:00:00,5.5
54.4341,10.1713,Astropecten irregularis,2014-07-31T18:06Z,2014-07-31T00:00:00,5.5
54.4341,10.1713,Cancer pagurus,2014-07-29T18:20Z,2014-07-29T00:00:00,5.25
54.4341,10.1713,Astropecten irregularis,2014-07-30T18:07Z,2014-07-30T00:00:00,5.5
54.4341,10.1713,Astropecten irregularis,2014-07-29T18:20Z,2014-07-29T00:00:00,5.25
54.4341,10.1713,Mytilus edulis,2014-07-30T18:07Z,2014-07-30T00:00:00,5.5
54.4341,10.1713,Aurelia aurita,2014-07-29T18:20Z,2014-07-29T00:00:00,5.25
54.4341,10.1713,Pomatoschistus minutus,2014-07-29T18:20Z,2014-07-29T00:00:00,5.25
35.2393,-114.576,Micropterus salmoides,2014-08-12T11:07Z,2014-08-12T00:00:00,6.86
54.4341,10.1713,Platichthys flesus,2014-07-29T18:20Z,2014-07-29T00:00:00,5.25
35.2393,-114.576,Lepomis macrochirus,2014-08-12T11:07Z,2014-08-12T00:00:00,6.86
54.4341,10.1713,Mytilus edulis,2014-07-29T18:20Z,2014-07-29T00:00:00,5.25
35.2393,-114.576,Dreissena bugensis,2014-08-12T09:18Z,2014-08-12T00:00:00,9.145
35.2393,-114.576,Dreissena bugensis,2014-08-12T11:07Z,2014-08-12T00:00:00,6.86
35.2393,-114.576,Morone saxatilis,2014-08-12T09:18Z,2014-08-12T00:00:00,9.145
35.2393,-114.576,Morone saxatilis,2014-08-12T11:07Z,2014-08-12T00:00:00,6.86
33.904,35.4827,Pareledone charcoti,2014-06-29T10:30Z,2014-06-29T00:00:00,20.5
35.2393,-114.576,Ameiurus catus,2014-08-12T09:18Z,2014-08-12T00:00:00,9.145
33.904,35.4827,Luidia ciliaris,2014-06-29T10:30Z,2014-06-29T00:00:00,20.5
35.2393,-114.576,Lepomis macrochirus,2014-08-12T09:18Z,2014-08-12T00:00:00,9.145
21.7738,-72.2719,Carcharhinus perezii,2014-08-06T10:15Z,2014-08-06T00:00:00,8.505
33.904,35.4827,Doryteuthis pealeii,2014-06-29T10:30Z,2014-06-29T00:00:00,20.5
-16.792,146.266,Dasyatis thetidis,2003-09-30T12:00Z,2003-09-30T00:00:00,10.0
33.904,35.4827,Chelonia mydas,2014-06-29T10:30Z,2014-06-29T00:00:00,20.5
-30.8751,153.066,Orectolobus maculatus,2003-09-15T12:00Z,2003-09-15T00:00:00,12.5
21.7738,-72.2719,Panulirus argus,2014-08-06T10:15Z,2014-08-06T00:00:00,8.505
-33.8218,151.29,Decorisepia hedleyi,2014-04-26T11:43Z,2014-04-26T00:00:00,12.2
-16.792,146.266,Taeniura lymma,2003-09-30T12:00Z,2003-09-30T00:00:00,10.0
36.5299,31.9985,Echinaster sepositus,2014-08-04T11:06Z,2014-08-04T00:00:00,15.0
-30.8751,153.066,Carcharias taurus,2003-09-15T12:00Z,2003-09-15T00:00:00,12.5
37.7999,23.7888,Solea solea,2014-08-08T16:00Z,2014-08-08T00:00:00,15.0
-33.8218,151.29,Orectolobus maculatus,2014-04-26T11:43Z,2014-04-26T00:00:00,12.2
36.6326,31.7413,Octopus vulgaris,2014-08-07T17:09Z,2014-08-07T00:00:00,6.5
37.7999,23.7888,Oblada melanura,2014-08-08T16:00Z,2014-08-08T00:00:00,15.0
37.7999,23.7888,Chromis chromis,2014-08-08T15:00Z,2014-08-08T00:00:00,6.0
37.7999,23.7888,Chromis chromis,2014-08-08T16:00Z,2014-08-08T00:00:00,15.0
37.7999,23.7888,Thalassoma pavo,2014-08-08T16:00Z,2014-08-08T00:00:00,15.0
37.7999,23.7888,Diplodus vulgaris,2014-08-08T16:00Z,2014-08-08T00:00:00,15.0
37.7999,23.7888,Thalassoma pavo,2014-08-08T15:00Z,2014-08-08T00:00:00,6.0
37.7999,23.7888,Diplodus annularis,2014-08-08T16:00Z,2014-08-08T00:00:00,15.0
37.7999,23.7888,Solea solea,2014-08-08T15:00Z,2014-08-08T00:00:00,6.0
37.7999,23.7888,Diplodus annularis,2014-08-08T15:00Z,2014-08-08T00:00:00,6.0
36.804,-2.05954,Pinna nobilis,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
37.7999,23.7888,Oblada melanura,2014-08-08T15:00Z,2014-08-08T00:00:00,6.0
37.7999,23.7888,Diplodus vulgaris,2014-08-08T15:00Z,2014-08-08T00:00:00,6.0
36.804,-2.05954,Holothuria forskali,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Chromis chromis,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Diplodus sargus,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Echinaster sepositus,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Octopus vulgaris,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Anemonia viridis,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Trachinus draco,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Sabella spallanzanii,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Diplodus vulgaris,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Diplodus puntazzo,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Symphodus tinca,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Apogon imberbis,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
42.6357,-70.5985,Cancer irroratus,2014-08-10T11:50Z,2014-08-10T00:00:00,3.075
42.6357,-70.5985,Homarus americanus,2014-08-10T11:50Z,2014-08-10T00:00:00,3.075
36.804,-2.05954,Lithognathus mormyrus,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
36.804,-2.05954,Thalassoma pavo,2014-08-08T09:51Z,2014-08-08T00:00:00,7.47
52.2987,4.64622,Serranus scriba,2014-08-10T13:24Z,2014-08-10T00:00:00,3.5
52.2987,4.64622,Esox lucius,2014-08-10T13:24Z,2014-08-10T00:00:00,3.5
42.6357,-70.5985,Pagurus pubescens,2014-08-10T11:50Z,2014-08-10T00:00:00,3.075
42.6357,-70.5985,,2014-08-10T11:50Z,2014-08-10T00:00:00,3.075
52.2987,4.64622,Esox lucius,2014-08-10T11:05Z,2014-08-10T00:00:00,6.55
67.2375,14.5998,Anarhichas lupus,2014-08-02T14:02Z,2014-08-02T00:00:00,16.5
52.2987,4.64622,Pomatoschistus microps,2014-08-10T13:24Z,2014-08-10T00:00:00,3.5
52.2987,4.64622,Pomatoschistus microps,2014-08-10T11:05Z,2014-08-10T00:00:00,6.55
46.2941,-74.7092,Lepomis gibbosus,2014-08-09T14:25Z,2014-08-09T00:00:00,6.0
67.2375,14.5998,Anarhichas lupus,2014-08-01T14:02Z,2014-08-01T00:00:00,15.5
46.2941,-74.7092,Caretta caretta,2014-08-09T14:25Z,2014-08-09T00:00:00,6.0
67.2375,14.5998,Hippoglossus hippoglossus,2014-08-01T14:02Z,2014-08-01T00:00:00,15.5
62.437,6.0538,Homarus gammarus,2014-08-07T15:53Z,2014-08-07T00:00:00,13.955
62.437,6.0538,Anarhichas denticulatus,2014-08-08T17:35Z,2014-08-08T00:00:00,13.96
-8.4606,119.562,Mobula birostris,2014-08-01T16:04Z,2014-08-01T00:00:00,12.5
-8.43789,119.564,Cheilinus undulatus,2014-08-01T08:07Z,2014-08-01T00:00:00,14.0
21.652,-158.063,Aetobatus narinari,2014-08-02T08:45Z,2014-08-02T00:00:00,6.41
21.652,-158.063,Fistularia tabacaria,2014-08-02T08:45Z,2014-08-02T00:00:00,6.41
35.4488,-114.655,,2014-07-26T09:00Z,2014-07-26T00:00:00,9.145
21.652,-158.063,Heniochus diphreutes,2014-08-02T08:45Z,2014-08-02T00:00:00,6.41
21.652,-158.063,Sphyraena novaehollandiae,2014-08-02T08:45Z,2014-08-02T00:00:00,6.41
21.652,-158.063,Chlorurus genazonatus,2014-08-02T08:45Z,2014-08-02T00:00:00,6.41
35.4488,-114.655,Ameiurus catus,2014-07-26T09:00Z,2014-07-26T00:00:00,9.145
35.4488,-114.655,,2014-07-26T09:00Z,2014-07-26T00:00:00,9.145
35.4488,-114.655,Micropterus salmoides,2014-07-26T09:00Z,2014-07-26T00:00:00,9.145
35.4488,-114.655,Micropterus dolomieu,2014-07-26T09:00Z,2014-07-26T00:00:00,9.145
20.656,-156.445,Gymnothorax meleagris,2014-08-07T06:38Z,2014-08-07T00:00:00,7.02
41.887,3.20114,Sphyraena sphyraena,2014-08-08T00:33Z,2014-08-08T00:00:00,9.35
20.656,-156.445,Echidna nebulosa,2014-08-07T06:38Z,2014-08-07T00:00:00,7.02
41.887,3.20114,Diplodus sargus,2014-08-08T00:33Z,2014-08-08T00:00:00,9.35
62.4946,6.08878,Polycera quadrilineata,2014-08-07T10:04Z,2014-08-07T00:00:00,25.7
62.4946,6.08878,Sebastes viviparus,2014-08-07T10:04Z,2014-08-07T00:00:00,25.7
62.4946,6.08878,Pagurus prideaux,2014-08-07T10:04Z,2014-08-07T00:00:00,25.7
62.4946,6.08878,Polycera faeroensis,2014-08-07T10:04Z,2014-08-07T00:00:00,25.7
52.2342,4.95997,Sander canadensis,2014-08-06T13:28Z,2014-08-06T00:00:00,5.0
52.2342,4.95997,Esox lucius,2014-08-06T10:54Z,2014-08-06T00:00:00,5.5
52.2342,4.95997,Esox lucius,2014-08-06T13:28Z,2014-08-06T00:00:00,5.0
37.8024,23.7866,Tripneustes ventricosus,2014-08-05T15:00Z,2014-08-05T00:00:00,8.55
52.2342,4.95997,Palinurus elephas,2014-08-06T10:54Z,2014-08-06T00:00:00,5.5
62.4641,6.20495,Homarus gammarus,2014-08-06T10:06Z,2014-08-06T00:00:00,23.24
62.4641,6.20495,Munida rugosa,2014-08-06T10:06Z,2014-08-06T00:00:00,23.24
62.4946,6.08878,Adamsia palliata,2014-08-06T16:09Z,2014-08-06T00:00:00,18.935
62.4946,6.08878,Pagurus prideaux,2014-08-06T16:09Z,2014-08-06T00:00:00,18.935
12.9457,100.795,Nebrius ferrugineus,2014-08-05T11:45Z,2014-08-05T00:00:00,3.5
12.9457,100.795,Glossogobius giuris,2014-08-05T11:45Z,2014-08-05T00:00:00,3.5
37.8025,23.7865,Chromis chromis,2014-07-29T15:00Z,2014-07-29T00:00:00,3.5
37.8025,23.7865,Chromis chromis,2014-08-01T15:00Z,2014-08-01T00:00:00,5.0
37.8025,23.7865,Chromis chromis,2014-07-29T16:00Z,2014-07-29T00:00:00,3.5
37.8025,23.7865,Chromis chromis,2014-08-01T13:00Z,2014-08-01T00:00:00,4.0
62.4641,6.20495,Adalaria proxima,2014-08-02T11:36Z,2014-08-02T00:00:00,17.775
62.4883,6.15566,Edmundsella pedata,2014-08-05T15:26Z,2014-08-05T00:00:00,20.1
62.4641,6.20495,Limacia clavigera,2014-08-02T11:36Z,2014-08-02T00:00:00,17.775
62.4641,6.20495,Adalaria loveni,2014-08-02T11:36Z,2014-08-02T00:00:00,17.775
62.4883,6.15566,Anarhichas denticulatus,2014-08-05T15:26Z,2014-08-05T00:00:00,20.1
62.4883,6.15566,Lithodes maja,2014-08-05T15:26Z,2014-08-05T00:00:00,20.1
62.4517,6.18278,Mimachlamys varia,2014-08-04T22:21Z,2014-08-04T00:00:00,21.565
16.095,-86.9274,Panulirus argus,2012-12-07T18:00Z,2012-12-07T00:00:00,7.5
62.4632,6.13425,Pollachius virens,2014-08-04T16:54Z,2014-08-04T00:00:00,17.43
10.1238,99.7926,Rhincodon typus,2014-01-03T10:00Z,2014-01-03T00:00:00,13.5
16.095,-86.9274,Octopus briareus,2012-12-07T18:00Z,2012-12-07T00:00:00,7.5
33.5454,-117.798,Myliobatis californica,2014-08-01T00:00Z,2014-08-01T00:00:00,7.5
33.5454,-117.798,Stereolepis gigas,2014-08-01T00:00Z,2014-08-01T00:00:00,7.5
33.5454,-117.798,Paralichthys californicus,2014-08-01T00:00Z,2014-08-01T00:00:00,7.5
33.5454,-117.798,Raja inornata,2014-08-01T00:00Z,2014-08-01T00:00:00,7.5
20.409,-87.0188,Gymnothorax funebris,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Setarches guentheri,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Canthidermis maculata,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Gymnothorax moringa,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Stephanolepis hispidus,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Melichthys niger,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Sphyraena sphyraena,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.409,-87.0188,Canthidermis sufflamen,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.5156,-86.9587,Holacanthus ciliaris,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
20.409,-87.0188,Sphyraena barracuda,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.5156,-86.9587,Melichthys niger,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
20.409,-87.0188,Holacanthus ciliaris,2014-02-28T15:24Z,2014-02-28T00:00:00,5.35
20.5156,-86.9587,Panulirus argus,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
20.5156,-86.9587,Stephanolepis hispidus,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
20.5156,-86.9587,Cancer irroratus,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
20.5156,-86.9587,Canthidermis maculata,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
20.5156,-86.9587,Sphyraena barracuda,2014-02-28T13:52Z,2014-02-28T00:00:00,13.55
